ACT         ,ACCENT,ACC 24335,4015023243354,BARTHOLD KUIJKEN,JOSEPH HAYDN,CHAMBER MUSIC WITH FLUTE,COMPACT DISC,6,31.19,47.99,2017,"This 6-album set presents the complete recordings with flute music by Joseph Haydn made by Barthold Kuijken on the Accent label. Always playing historically accurate transverse flutes, on these albums (which contain trios and quartets in various combinations), he teams up with his brothers Sigiswald and Wieland, his nephew Piet Kuijken and other fine early music specialists. The recordings were made between 1978 and 2014 and are presented together here for the first time. This is an opportunity not to be missed of listening to the legendary Kuijken family in this delicate late 18th-century repertoire. He studied the modern flute at the Bruges Conservatory and the Royal Conservatories of Brussels and The Hague. For playing early music he originally turned to the recorder. Research on authentic instruments, frequent collaboration with various flute and recorder makers, and assiduous study of sources of the 17th and 18th centuries helped him to specialize in the performance on original instruments. For many years he played in the baroque orchestras Collegium Aureum and La Petite Bande. He plays chamber music concerts all over the world, extending his repertoire to early 19th-century music and has recorded extensively."
OLD         ,OLDE FOCUS RECORDINGS,FCR911,767223519923,"ACRONYM; Bach Choir of Holy Trinity; Meineke, Donald","Anonymous; Capricornus, Samuel",Capricornus: Jubilus Bernhardi,COMPACT DISC,2,23.39,35.99,2017,"Baroque string ensemble ACRONYM is dedicated to giving modern premieres of the wild instrumental music of the seventeenth century. Playing with “...consummate style, grace, and unity of spirit” (The New York Times), the group formed in 2012 to create the first recording of the Alphabet Sonatas of Johann Pezel. ACRONYM’s following disc, sonatas by Antonio Bertali, was released in 2014 to critical acclaim; Alex Ross selected it as a CD Pick, and Early Music America Magazine wrote “the idiomatic performances and spacious recording by these young musicians are absolutely first rate. This is a disc … belonging in everyone’s collection.” For this album, ACRONYM teams up with Cantor Donald Meineke and his Bach Choir of Holy Trinity (an ensemble known for a half-century of riveting early music performances in New York City) for the first recording of Samuel Capricornus’s monumental Jubilus Bernhardi."
OMC         ,OMNIBUS CLASSICS,CC5013,5023581501327,Herschel Trio,"Telemann, Georg Philipp",A Concert near Darmstadt,COMPACT DISC,1,10.13,15.99,2017,"The Herschel Trio’s debut album celebrates the music of Georg Phillip Telemann, and is released in 2017, commemorating the 250th anniversary of Telemann’s death in 1767. Telemann wrote in his autobiography that his method of composing trios involved making the second part just as important as the first, with the bass having a natural melody and harmony closely associated with the two treble parts so that every note could not be any other note than the one it was. He observed that people would often compliment him on his trios, saying they were his “special forté”. The trios in this recording, works characterized both by the composer’s eloquence and exuberance, demonstrate his special affinity both with the trio form and with the instruments for which they were composed – flute, viola gamba and harpsichord - all instruments he himself played. The title of the disc ‘A Concert near Darmstadt’ is inspired by in a mid-eighteenth century painting by the German artist Johann Christian Fiedler, which adorns the cover of the album and which is handsomely reproduced within the accompanying booklet."
ONC         ,ONCLASSICAL,OC17111c,634065037499,"Guglielmin, Elisabetta","Bach, Johann Sebastian; Simonetto, Alessandro",GOLDBERG VARIATIONS BWV 988,COMPACT DISC,1,14.81,22.99,2017,"Bach's monumental Aria and Thirty Variations in G Major, BWV 988, commonly known as Goldberg Variations, are presented on this release alongside two shorter works by the composer - Aria variata alla maniera italiana in A Minor, BWV 989, and the partially completed Aria and Variations in C Minor, BWV 991, in the version completed by harpsichordist Alessandro Simonetto. Together, the three sets trace Bach's experience with the genre of the variations throughout the span of his compositional career: the virtuosic Aria variata alla maniera italiana is a relatively early work, from 1709; the fragment of what promised to be a complex set of variations in C minor, catalogued as BWV 991, is found in Anna Magdalena Bach's Notebook, which was compiled in 1722; and the Goldberg Variations, one of the pinnacles of the keyboard literature and possibly one of greatest artistic manifestations of the human spirit, were first published in 1741. Described by Kenneth Gilbert as ""a very talented harpsichordist, currently playing a most interesting and meritorious musical role,"" Elisabetta Guglielmin hails from Castelfranco Veneto, Italy, and has recently recorded the complete works for harpsichord by Elisabeth-Claude Jacquet de La Guerre."
ODE         ,ONDINE,ODE 1301-2,761195130124,"Martín, Jaime; Gävle Symfoniorkester; Eric Ericson Chamber Choir","Brahms, Johannes; Daumer, Georg Friedrich; Goethe, Johann Wolfgang von; Hölderlin, Friedrich; Schiller, Friedrich von; Weisse, Michael",Brahms: Choral Works,COMPACT DISC,1,13.25,20.99,2017,"The series of Brahms recordings on Ondine with the Gavle Symphony Orchestra and their chief conductor Jaime Martín culminate with this recording of works for choir and orchestra together with the prestigious Eric Ericson Chamber Choir.  Jaime Martín became the Artistic Director and Principal Conductor of Gavle Symphony Orchestra in 2013. During recent years orchestral engagements have led the rising conductor to collaborate with several prominent orchestras around the world. Brahms’ impressive Schicksalslied was written in 1868. The work delves musically into the duality between the “fate-free,” ideal heavenly life and the existence of “suffering man” on earth articulated in Friedrich Hölderlin’s poem. During the summer of 1881 Brahms composed his Nanie on a poem by Friedrich von Schiller as a song of lament and mourning for the fleetingness of beauty. Eric Ericson’s Chamber Choir was founded in 1945 by then 27-year-old Eric Ericson, and has since taken a central position in the Swedish and international music scene. On the world stage, Eric Ericson’s Chamber Choir is among the very foremost professional ensembles, and through the years it has been awarded many distinctions."
ODE         ,ONDINE,ODE 1302-2,761195130223,"Sinfonietta Riga; Latvian Radio Choir; Klava, Sigvards; Reine, Ilze","Anonymous; Mother Teresa,; Saint Nicholas of Flüe, ; Vasks, Peteris",Laudate Dominum,COMPACT DISC,1,13.25,20.99,2017,"This release includes new works written by Peteris Vasks (b. 1946), internationally the most well-known composer from Latvia, performed by his compatriots, the Latvian Radio Choir and Sinfonietta Riga under the direction of Sigvards Klava. During the years both the choir and the orchestra have collaborated extensively with the composer and premiered several works by him, including Da pacem, Domine which was premiered as a part of Peteris Vasks' 70th anniversary concert in 2016. This album is the third album dedicated to works by Vasks by the Latvian Radio Choir and Sigvards Klava on Ondine. Three works included on this album were written in 2016: Da pacem, Domine is according to the composer, a powerful “cry of desperation for our times, a prayer for our mad world. I believe that music strengthens our faith, love and soul.” Mein Herr und mein Gott is a work inspired by a solemn meditation written by a 15th century Swiss mystic Nicholas of Flüe, also known as Brother Klaus. The lyrics of Laudate Dominum, the title piece of the album, consist of only one sentence which is repeated by the choir. The choral texture of the work alternates with majestic organ episodes. The remaining two works in the album are based on texts by Mother Teresa."
BBC CONS    ,OPUS ARTE,OA 1246BD,809478012467,ORCHESTRA OF THE ROYAL OPERA HOUSE  WORDSWORTH  YATES,"Lucas, Leighton; Not Applicable, na; Prokofiev, Sergei",Kenneth MacMillan: Three Ballet Masterpieces,DVD VIDEO,4,31.19,47.99,2017,"This collection brings together three extraordinary ballets by Kenneth MacMillan, one of the 20th century’s most influential choreographers whose work forms a pillar of The Royal Ballet’s repertory. MacMillan pushed the boundaries of dance, and these three signature works exemplify his searching genius: the emotional intensity and rich physicality of his choreography, through vivid crowd scenes and passionate pas de deux; the daring and the darkness of his complex and fascinating characters; and the mesmerizing, sensuous music to which his steps were always created. Filmed in High Definition and recorded in true Surround Sound. ""Lovers of classical ballet should, without question, go and see the Royal Ballet’s magnificent production of Manon. Ballet sceptics, meanwhile, should see it at least twice."" (The Telegraph - Manon) ""Such is the breathtaking impact of this production, with consistent excellence to savour from both principals and the corps, magnificent costumes and stage scenery and spot-on camera direction from Ross MacGibbon that criticism is effectively silenced. If you have been waiting for a truly outstanding Romeo and Juliet to appear on Blu-ray, then look no further."" (International Record Review - Romeo & Juliet)"
BBC CONS    ,OPUS ARTE,OA 1247D,809478012474,ROYAL OPERA CHORUS  ORCHESTRA OF THE ROYAL OPERA HOUE  PAPPANO,"BELLINI, VINCENZO",NORMA,DVD VIDEO,1,23.39,35.99,2017,"Star soprano Sonya Yoncheva sings the towering role of Bellini's Norma – a priestess torn between love and duty – in a timeless tale of love and betrayal, set in a fanatically religious and war-torn modern society. The spectacular production by Àlex Olle for The Royal Opera also stars Joseph Calleja as Norma's former lover Pollione, leader of the forces occupying her country, Brindley Sherratt as her domineering father Oroveso, and Sonia Ganassi as Adalgisa, her greatest friend and unwitting rival in love. Royal Opera Music Director Antonio Pappano leads this superb cast, the Royal Opera Chorus and Orchestra of the Royal Opera House in one of the greatest works of the bel canto repertory."
BBC CONS    ,OPUS ARTE,OA 1253BD,809478012535,VARIOUS,AKINGBOLA  SEKACZ  AKINBODE,THREE TRAGEDIES,DVD VIDEO,3,31.19,47.99,2017,"Three of Shakespeare’s most famous tragedies are presented here as a set. Rising star Paapa Essiedu gives a stunning performance in Simon Godwin’s riveting contemporary take on Hamlet; Antony Sher leads the way as the proud but fatally flawed monarch in RSC Artistic Director Gregory Doran’s acclaimed King Lear; completing the collection is Iqbal Khan's astonishing and ground-breaking production of Othello, featuring Hugh Quarshie in the title role and Lucian Msamati as Iago. ""It is an utterly engaging performance by Paapa Essiedu."" (The Times - Hamlet) ""... an arresting, accessible and entertaining production, with a shooting star of a central performance."" (The Stage - Hamlet) ""Sher is magnificent at the fierce, rebarbative side of this monarch. Reduced to long johns and a white shirt, he also affectingly communicates the man who, liberated by adversity, exposes himself to feel what wretches feel... (The Independent - King Lear) ""Iqbal Khan’s gripping production has already made history by being the first at Stratford to cast a black actor as Iago. But I had not anticipated how many fascinating ideas such an imaginative piece of casting would provoke. Hugh Quarshie is an excellent Othello torn between ancient loyalties and his assimilationist position, between his aching love for Desdemona and his easily fostered insecurity...."" (The Guardian - Othello)"
BBC CONS    ,OPUS ARTE,OA 1256BD,809478012566,BAROQUE ORCHESTRA OF THE GRAN TEATRE DEL LICEU  BICKET  ORCHESTRA OF TEATRO ALLA SCALA  CONCERTO ITALIANO  ALESSANDRINI,"MONTEVERDI, CLAUDIO",MONTEVERDI BOX SET:,DVD VIDEO,2,19.49,29.99,2017,"Monteverdi’s seminal first opera L’Orfeo, tells the dramatic story from Ovid’s Metamorphoses of the descent of Orfeo (Georg Nigl) into the underworld to recover his beloved wife Euridice (Roberta Invernizzi), seen here in a production for La Scala, based on a painting by Titian and directed by Robert Wilson. David Alden’s visually sumptuous production of L’incoronazione di Poppea, with its suggestions of a giant game of chess, puts the opera’s potent blend of sex and politics in a context that sets ancient against modern – just as the action juxtaposes scurrilous comedy and stark drama. Both are filmed in High Definition and recorded in true SS. ""Robert Wilson meets Monteverdi with successful results."" (The Opera Critic) ""Beautifully flimed in Milan, this DVD shows how well Wilson's minimalist productions can take to the small screen."" (Gramophone) ""The drama comes from Alessandrini's edition and the bite and brilliance of the La Scala orchestra, and Concerto Italiano's inventive continuo section"" (International Record Review) ""Persson is a superb Poppea who can really act with her voice"" (BBC Music Magazine)"
BBC CONS    ,OPUS ARTE,OA BD7225D,809478072256,ROYAL OPERA CHORUS  ORCHESTRA OF THE ROYAL OPERA HOUE  PAPPANO,"BELLINI, VINCENZO",NORMA,BLU-RAY DVD,1,31.19,47.99,2017,"Star soprano Sonya Yoncheva sings the towering role of Bellini's Norma – a priestess torn between love and duty – in a timeless tale of love and betrayal, set in a fanatically religious and war-torn modern society. The spectacular production by Àlex Olle for The Royal Opera also stars Joseph Calleja as Norma's former lover Pollione, leader of the forces occupying her country, Brindley Sherratt as her domineering father Oroveso, and Sonia Ganassi as Adalgisa, her greatest friend and unwitting rival in love. Royal Opera Music Director Antonio Pappano leads this superb cast, the Royal Opera Chorus and Orchestra of the Royal Opera House in one of the greatest works of the bel canto repertory."
BBC CONS    ,OPUS ARTE,OA BD7230BD,809478072300,VARIOUS,AKINGBOLA  SEKACZ  AKINBODE,THREE TRAGEDIES (BR),BLU-RAY DVD,3,42.89,65.99,2017,"Three of Shakespeare’s most famous tragedies are presented here as a set. Rising star Paapa Essiedu gives a stunning performance in Simon Godwin’s riveting contemporary take on Hamlet; Antony Sher leads the way as the proud but fatally flawed monarch in RSC Artistic Director Gregory Doran’s acclaimed King Lear; completing the collection is Iqbal Khan's astonishing and ground-breaking production of Othello, featuring Hugh Quarshie in the title role and Lucian Msamati as Iago. ""It is an utterly engaging performance by Paapa Essiedu."" (The Times - Hamlet) ""... an arresting, accessible and entertaining production, with a shooting star of a central performance."" (The Stage - Hamlet) ""Sher is magnificent at the fierce, rebarbative side of this monarch. Reduced to long johns and a white shirt, he also affectingly communicates the man who, liberated by adversity, exposes himself to feel what wretches feel... (The Independent - King Lear) ""Iqbal Khan’s gripping production has already made history by being the first at Stratford to cast a black actor as Iago. But I had not anticipated how many fascinating ideas such an imaginative piece of casting would provoke. Hugh Quarshie is an excellent Othello torn between ancient loyalties and his assimilationist position, between his aching love for Desdemona and his easily fostered insecurity...."" (The Guardian - Othello)"
BBC CONS    ,OPUS ARTE,OA BD7233BD,809478072331,BAROQUE ORCHESTRA OF THE GRAN TEATRE DEL LICEU  BICKET  ORCHESTRA OF TEATRO ALLA SCALA  CONCERTO ITALIANO  ALESSANDRINI,"MONTEVERDI, CLAUDIO",MONTEVERDI BOX SET (BR),BLU-RAY DVD,2,23.39,35.99,2017,"Monteverdi’s seminal first opera L’Orfeo, tells the dramatic story from Ovid’s Metamorphoses of the descent of Orfeo (Georg Nigl) into the underworld to recover his beloved wife Euridice (Roberta Invernizzi), seen here in a production for La Scala, based on a painting by Titian and directed by Robert Wilson. David Alden’s visually sumptuous production of L’incoronazione di Poppea, with its suggestions of a giant game of chess, puts the opera’s potent blend of sex and politics in a context that sets ancient against modern – just as the action juxtaposes scurrilous comedy and stark drama. Both are filmed in High Definition and recorded in true SS. ""Robert Wilson meets Monteverdi with successful results."" (The Opera Critic) ""Beautifully flimed in Milan, this DVD shows how well Wilson's minimalist productions can take to the small screen."" (Gramophone) ""The drama comes from Alessandrini's edition and the bite and brilliance of the La Scala orchestra, and Concerto Italiano's inventive continuo section"" (International Record Review) ""Persson is a superb Poppea who can really act with her voice"" (BBC Music Magazine)"
OM          ,ORCHID MUSIC LTD.,ORC100075,5060189560752,"Masin, Gwendolyn; Bucher, Simon","Birtel, Wolgang; Debussy, Claude; Dushkin, Samuel; Fauré, Gabriel; Heifetz, Jascha; Kochanski, Paul; Messiaen, Olivier; Ravel, Maurice; Stravinsky, Igor; Szymanowski, Karol",Flame,COMPACT DISC,1,13.25,20.99,2017,"Internationally-acclaimed concert violinist Gwendolyn Masin is joined by the renowned Swiss pianist Simon Bucher – her long-term piano partner and friend – on this new album. Entitled Flame, the album examines the nature of fire, which can destroy whilst also giving comfort, warmth and light. Gwendolyn chose the title as several of these works were composed during desperate and difficult times, and yet the resulting music is a source of joy and inspiration. Gwendolyn Masin is one of today’s significant concert violinists. She is regarded as “a formidable talent that demands attention” (The Irish Times), “appearing to merge with her instrument and in so doing, enchanting her audience” (Thuner Tagblatt). She is celebrated for, “setting first-rate standards in concert performance with her technically superior, refined, intensive and richly contrasting expression” (Der Bund)."
OM          ,ORCHID MUSIC LTD.,ORC100076,5060189560769,"Shaer, Ishay","Beethoven, Ludwig van",LATE BEETHOVEN,COMPACT DISC,1,13.25,20.99,2017,"Ishay Shaer is steadily becoming one of the leading pianists of his generation and this November releases Late Beethoven on Orchid Classics. Following his acclaimed debut album nearly a decade ago, Ishay’s latest release presents Beethoven’s late masterpieces. In this exploration of Beethoven’s piano repertoire, Ishay presents two contrasting styles of Beethoven’s compositional technique; short and intense Bagatelles alongside two longer Piano Sonatas. In recent years Ishay Shaer has established himself as a reputable chamber music performer. He has played with cellist Mischa Maisky, the Bennewitz Quartet, Carducci Quartet, the RTÉ Contempo Quartet and the New Hellenic Quartet. His arrangement for piano trio of Beethoven's 'The Tempest' piano sonata has garnered praise and was described as ""an immeasurably pleasing masterwork… sounded like one of Beethoven's finest trios"" by Haaretz newspaper."
ORF         ,ORFEO INTERNATIONAL MUSIC,C938172I,4011790938226,HOLLWEG  NEBLETT  MALFITANO  WIENER PHILHARMONIKER  TROYANOS  HOWELLS  RYDL  LEVINE,"MOZART, W.A.",LA CLEMENZA DI TITO,COMPACT DISC,2,31.19,47.99,2017,
ORF         ,ORFEO INTERNATIONAL MUSIC,ORF-C850113D,4011790850320,KEMPE  BAYREUTH FESTIVAL ORCHESTRA  RIDDERBUSCH  KING  HARPER  MCINTYRE  HOFFMAN  TIPTON  HOFFMANN  ESSER  SLEMBECK  FEL,"WAGNER, RICHARD","LOHENGRIN (BAYREUTH, 1967)",COMPACT DISC,3,42.89,65.99,2017,"James King (1925-2005) stood in the 1960s on the cusp of his Bayreuth career, which had begun earlier with the role of Siegmund. Anyone who is familiar with the baritone origins of the tenor from Kansas, USA, may well be surprised at the tremendous dynamic grading in the suspended high registers through to the sonorous piano passages that he was capable of at his Bayreuth debut in the role of the Knight of the Swan. He kept that role in his repertoire for more than a quarter of a century, singing it right up to the end of his career at new venues. The Elsa at James King’s side in this case was Irish-born Heather Harper, who went on to become famous for her performances and premieres of works by Benjamin Britten. With her superlative, highly-spun lyrical phrasing and many nuances her “foray” into the realms of Wagner is a pure listening pleasure. The last of the soloists at that performance were Thomas Tipton as an elegant King’s Herald; the reason for his reputation as the leading gentleman baritone of the Bavarian State Opera in those days is audible here; and the “outsider” so to speak, in the midst of these English-speaking singers who nevertheless sang in perfect German: Karl Ridderbusch with his truly balmy bass as King Heinrich."
ORF         ,ORFEO INTERNATIONAL MUSIC,ORF-C920171A,4011790920122,"Müller-Schott, Daniel; Erhardt, Werner; L'arte del mondo","Anonymous; Bach, Carl Philipp Emanuel; Bach, Johann Sebastian; Haydn, Franz Joseph; Mozart, Wolfgang Amadeus",CelloReimagined,COMPACT DISC,1,17.93,27.99,2017,"This new release is an artistic game of interrelationships and transference. With his brilliant technique, Daniel Muller-Schott reveals two new cello concertos from the early Classical triumvirate of composers. Daniel Müller-Schott ranks among the world’s best cellists of his generation and can be heard on all of the foremost international concert stages. He has made his mark by delighting audiences for two decades “a fearless player with technique to burn” (New York Times). In addition to performances of the great cello concertos, Daniel Müller-Schott has a special interest in discovering unknown works and extending the cello repertoire, e.g. with his own adaptations and through cooperation with contemporary composers."
ORF         ,ORFEO INTERNATIONAL MUSIC,ORF-C935171B,4011790935126,"Janowitz, Gundula; Bayreuther Festspielorchester; Böhm, Karl; London, George; Bayreuth Festival Chorus; Bumbry, Grace; Thomas, Jess","Beethoven, Ludwig van; Schiller, Friedrich von",Beethoven: Symphony No. 9,COMPACT DISC,1,15.59,23.99,2017,"The well-known “classical” exception to the canon of ten Wagner works that can be performed on the Green Hill goes back to the master himself: it is of course Beethoven’s 9th Symphony. The most famous recording of one of the rare Bayreuth performances of the symphony is of the legendary concert that reopened the Bayreuth Festival after the war, in 1951, with Wilhelm Furtwangler on the rostrum. That recording was released for the first time, officially and uncut, by Orfeo in association with the Bayreuth Festival in 2008 (C754081). In 1954, Furtwangler conducted the Ninth a second time (ORFEO C851121). Much less well-known and issued here for the first time in a live recording is a performance conducted by Karl Böhm in 1963 to mark the 150th anniversary of Richard Wagner’s birth and the 80th anniversary of his death. Here we witness the emergence of a new musical generation."
ORF         ,ORFEO INTERNATIONAL MUSIC,ORF-C937171B,4011790937120,"Hawlata, Franz; Welser-Möst, Franz; Stemme, Nina; Ozawa, Seiji; Orchester der Wiener Staatsoper; Botha, Johan; Wiener Staatsopernchor; Kerl, Torsten; Gould, Stephen; Struckmann, Falk","Wagner, Richard",Nina Stemme: Wagner - Wiener Staatsoper Live,COMPACT DISC,1,15.59,23.99,2017,"This new album is a stroke of luck. For 15 years Nina Stemme has been reinvigorating Wagner’s female roles with the dramatic soul and vocal power previously attained perhaps only by her compatriot Birgit Nilsson. Nina Stemme’s role interpretations are met with great acclaim among both audience and critics, and 2013 she was the first recipient of the Opera Award for Best Female Singer. Nina Stemme was appointed Swedish Court Singer 2006, Austrian Kammersängerin 2012, and she has been selected ”Singer of the Year” twice, 2005 and 2012, in the German magazine Opernwelt. On this release she performs works from Tristan und Isolde, Siegfried, Hollander, and Die Walkure."
OUR         ,OUR RECORDINGS,2110426,747313542659,"Frederiksen, Tim; Percurama Percussion Ensemble; Christensen, Jens E.; Petri, Michala; Arhus Sinfonietta; Danish National Symphony Orchestra; Søndergård, Thomas; Kaltoft, Erik; Selin, Elisabet; Esfahani, Mahan; Mortensen, Gert; Hansen, Soren Kinch","Borup-Jørgensen, Axel",Borup-Jørgensen: MARIN,SACD + DVD,2,23.39,35.99,2017,"The Danish composer Axel Borup-Jorgensen (1924-2012) was one of the 20th century’s great Scandinavian “silent individualists.” Born in Denmark and raised in Sweden, he was largely self-taught as a composer, emerging on the international spotlight in 1965 when his Nordic Summer Pastoral won first prize in the competition for a short orchestral work held by Danmarks Radio. While the avant-garde of the sixties exerted a strong influence on Borup-Jorgensen's sound world, he always followed his own intuition and obeyed his extraordinary sense of organizing sound combined with a passionate, almost mystical regard for nature. Borup-Jorgensen's music exists on the margins of silence, punctuated with searing dramatic eruptions, all of which can be heard in his orchestral masterpiece Marin (1970). Borup-Jorgensen massive ‘sea symphony’ exists in its own unique world of sound - sometimes in as many as 55 separate voices - and is one of the most challenging and meticulously detailed orchestral textures ever set to paper. Such visceral music demands visual expression and as part of this very special DVD/SACD release, Lückow Film, and an international team of animators directed by Morten Bartholdy bring Borup-Jorgensen's musical world to life. Also included is the new film AXEL - a portrait of both the composer, and of mid-century Danish modernism featuring interviews with other composers, colleagues and friends, as well as excerpts from recent live performances of the music by Axel Borup-Jorgensen. "
PCL         ,PAN CLASSICS,PC10379,7619990103795,Joseph Joachim Quartet,"Schuster, Joseph",Schuster: String Quartet Nos. 1-6,COMPACT DISC,1,14.81,22.99,2017,"Joseph Schuster (1748-1812), born in Dresden, was best known in his day for his church music and operas. These six quartets date from 1780. They are commissioned by the Marquis Giuseppe Ximenes, a keen amateur violinist living in Padua, who had earlier given the young Mozart the commission for his oratorio La Betulia Liberata. The Mozartian connection doesn’t stop there: Mozart heard and admired Schuster’s keyboard and violin sonatas — they probably inspired him to write the six ‘Palatine’ sonatas Op 1 KV 301-306. And, in the 1920s, the French scholar Saint-Foix actually attributed four of these quartets to Mozart, on stylistic grounds. “Compared to quartets by Haydn and Mozart they are very short pieces, with, for the most part, simple, even bare textures, but composed with evident care and imagination, and enlivened by a pleasing, natural melodic quality. The two minor-key quartets are especially unusual. They are designed to be played without a break, and both begin with slow movements of considerable expressive intensity. The music is far from routine, and so are the performances. On period instruments, the Joseph Joachim players use vibrato sparingly and selectively, but with continually varied bow speed and pressure make a vividly expressive impression.” (Gramophone)"
PCL         ,PAN CLASSICS,PC10382,7619990103825,"Dolci, Daniela; Mammel, Hans Jörg; Grifone, Cristina; Musica Fiorita","Dryden, John; Handel, George Frideric",Handel: Ode for St. Cecilia's Day,COMPACT DISC,1,14.81,22.99,2017,"Well in time for St Cecilia’s Day on 22 November, Pan classics presents a new recording of the impressive ode composed by Handel. The fine Basel-based orchestra Musica Fiorita, conducted by Daniela Dolci, performs this well-known work with their trademark historically informed knowledge and elegance, perfectly translating Handel’s intentions in terms of underlining the text with very intentional use of musical affects. The Ode for St Cecilia’s Day is joined on this release by the Concerto grosso op. 6 no. 4, a further occasion to appreciate the ensemble’s fine playing. For over 27 years the ensemble Musica Fiorita, conducted by Daniela Dolci, has been specializing in the performance of late Renaissance and Baroque music. The ensemble strives to promote the current standards of historically informed performance practice and is committed to being true to both the original scores and the liveliness of their performance."
PAV         ,PAVANE,ADW7583,5410939758326,"Ponet, Luc; Hees, Jean-Pierre Van; Consorella; Trio Musa; Gregoire, Vincent","Froidebise, Pierre; Hees, Jean-Pierre Van; Nuffel, Julius van; Ponet, Luc; Ransbeeck, Marieke Van; Traditional",Christmas in Belgium: Vlaamse traditionele Kerstliederen & Chants de Noëls traditionnels wallons,COMPACT DISC,1,10.91,16.99,2017,"The provinces of Belgium have a unique and very rich traditional repertoire of Christmas carols. The oldest of them date from the Middle Ages. The mood of the carols varies between intimate enchantment and festive exuberance. We have chosen a variety of approaches to the repertoire, whose many facets invite interpretation either in the folk tradition or in a more classical style. The organ and the bagpipes are cousins, both being aerophones with a bellows and multiple pipes. The organ developed into an instrument with multiple registrations, effectively putting several families of instruments into the hands of a single player. This development made it less and less portable, so that it ultimately became a fixed instrument. The bagpipes, meanwhile, have retained their character as a wandering minstrel’s instrument with its origins in agro-pastoral tradition, used to accompany festivities both outdoors and indoors. This may be one of the reasons why the two instruments have rarely been combined in performance, even though their sonorities go together surprisingly well, to the point that the bagpipes sometime sound like an organ stop."
PEN         ,PENTATONE MUSIC,PTC5186250,827949025068,ORCHESTRE DE PARIS  WIENER PHILHARMONIKER  CLEVELAND ORCHESTRA  KUBELIK,"BEETHOVEN, LUDWIG VAN","SYMPHONIES NOS. 6, 7 & 8",SACD,2,23.39,35.99,2017,"PENTATONE’s third release from Rafael Kubelik’s acclaimed Beethoven cycle of symphonies in its Remastered Classics series is his commanding reading of the sixth, seventh and eighth symphonies performed by the Orchestre de Paris, the Vienna Philharmonic Orchestra, and the Cleveland Orchestra. Sometimes known as the “hymn to humour”, the genial eighth symphony sits as an intriguing gem between the imposing seventh and stupendous ninth symphonies. In a performance described as “light-footed and bristling with energy” (AllMusic), Kubelik captures the work’s essentially irreverent spirit with vibrant and colourful playing from the Cleveland Orchestra. Rafael Kubelik recorded his cycle of Beethoven symphonies in the 1970s for Deutsche Grammophon, each with a different orchestra, earning widespread praise. Although recorded in multi-channel sound, these unmissable performances have previously been available only in the conventional two-channel stereo format. Using state of the art technology which avoids the need for re-mixing, PENTATONE’s engineers have remastered the original studio tapes to bring the performances to life as originally intended: in compelling and pristine multi-channel sound. Other releases from PENTATONE in the Kubelik Beethoven cycle are the Symphonies 1 & 4 (with the London Symphony Orchestra and the Israel Philharmonic Orchestra) and Symphonies 2 & 5 (with the Royal Concertgebouw Orchestra and the Boston Symphony Orchestra)."
PEN         ,PENTATONE MUSIC,PTC5186562,827949056260,"Orquestra Gulbenkian; Schukoff, Nikolai; Cardoso, Carlos; Short, Kevin; Moore, Melody; You, Junho; Zubanovich, Helena; Lynch, Lester; Foster, Lawrence; César, Leandro; Rodrigues, Luis; Coro Gulbenkian","Boito, Arrigo; Verdi, Giuseppe",Verdi: Otello,SACD,2,26.51,40.99,2017,"The opera Otello by Giuseppe Verdi and Arrigo Boito not only represents the outstanding result of an intensely fruitful creative collaboration between composer and librettist, but also one of the most important core works ever in the opera repertoire. With his musical setting of Shakespeare’s play, the composition of which took him several years, Verdi also achieved a new level of quality within the framework of his operatic oeuvre. His path was resolute and consistent, leading him away from structured numbers of arias, recitatives and ensembles, and towards the through-composed, large-scale dramatic form: yet without taking a leaf from Wagner’s book! All this based on an outstandingly crafted literary foundation and a dramatic story, in which three extremely different people – with characters ranging from profoundly evil, madly jealous and distrustful, to enamoured of death – take an emotional roller-coaster ride. A ride ending in death for all three. This drama is supported by music that, especially in the depths of the orchestral scoring, subtly penetrates the psyche of the characters, without ruthlessly dissecting them. Music that, despite its magic of its refined tones, never brushes aside the greatest priority of the Italian opera: the human voice."
