2019,ACT,Accent,ACC 24353,4015023243538,George Frideric Handel ,Handel: The Recorder Sonatas,Stefan Temmingh; Wiebke Weidanz; Carolyn Sampson; Andre Morsch; Cappella Amsterdam; Orchestra of the 18th Century; Daniel Reuss,1,CD,14.81,22.99,"The Six Recorder Sonatas by George Frideric Handel are a compendium of the recorder's original literature, and have an exceptional position because of their beauty. They're typically Handelian in character, in that the upper voice is very vocal, like his operas. The melodies are truly captivating and remarkable for their "simplicity" which demands far more virtuosity than simply moving the fingers quickly. The goal of Stefan Temmingh, one of Germanys most renowned recorder players of the younger generation, is to come as close as possible to the greatest of all instruments - the human voice. The bass line makes an equal counterpart to the recorder part; it's opulent, virtuosic and full of variety - much more than in comparable pieces. It's executed without cello only by harpsichord, performed in an outstanding way by Wiebke Weidanz.",,https://b2b.naxosusa.com/Album.aspx?product=ACC%2024353dig,01 Classical,Classical,,Austria,2019 note 1 music ,2019 note 1 music ,,,,,,,,,,,,,,,,,,,,
2019,ORF,ORFEO,ORF-MP1802,4001790180213,Frantisek Benda; Leopold Kozeluch; Johann Sobeck; Johann Baptist Vanhal ,Bohemian Classics,Andras Adorjan; Dieter Klocker; Andrea Duka Lowenstein; Philharmonisches Kammerorchester Munchen; Ars Redivia Ensemble Prag; Consortium Classicum; Prager Kammerorchester; ORF Vienna Radio Symphony Orchestra; Tschechische Philharmonie,2,CD,11.69,17.99,"During the early Classical period, the focus of the European music world shifted. Whereas during the Baroque era Italy, France and Germany - the core areas of the courts of absolutistic rulers - had dictated the rhythm, the strengthening of the bourgeoisie was accompanied by a new music aesthetics that departed from pompous Baroque ideas. Even at Mozart's time, Prague was considered one of the most important 'music cities' in the world. The composers on this album- which include Johann Baptist Vanhal, Frantisek Benda, Leopold Kozeluch, Johann Sobeck, Zdenek Fiich, and Joseph Bohuslav Foerster- also had a share in this development.",,https://b2b.naxosusa.com/Album.aspx?product=ORF-MP1802,01 Classical,Classical,Classical|Orchestral,Germany,2019 Orfeo,2019 Orfeo,,,,,,,,,,,,,,,,,,,,
2019,ORF,ORFEO,ORF-MP1803,4001790180312,Bela Bartok ,Bartok: Piano Concertos Nos. 2 & 3; Concerto for Orchestra; Music for Strings,Gyorgy Sandor; Annie Fischer; Vegh Quartett; Wiener Symphoniker; Camerata Academia des Mozarteum Salzburg; Symphonieorchester des Bayerischen Rundfunks,2,CD,11.69,17.99,"Hungarian composer, pianist, and ethnomusicologist Bela Bartok is considered to be one of the most important composers of the twentieth century. He and Franz Liszt to this day reign as Hungary's greatest composers who have ever lived. Through his collection and analytical study of folk music, he was one of the founders of comparative musicology, which would go on to become ethnomusicology. Some of Bartók's best-known works are collected on this album. All of them have written music history and decisively influenced classical Modernism. The composition of these works extends from 1927 (String Quartet No. 3) to 1945 (Piano Concerto No. 3).",,https://b2b.naxosusa.com/Album.aspx?product=ORF-MP1803,01 Classical,Classical,Classical|Orchestral,Germany,2019 Orfeo,2019 Orfeo,,,,,,,,,,,,,,,,,,,,
2019,ORF,ORFEO,ORF-C977195,4011790977195,Alexander Glazunov ,Glazunov: The Symphonies,Bamberger Symphoniker; Symphonieorchester des Bayerischen Rundfunks,5,CD,50.69,77.99,"Glazunov's symphonies are a significant cycle within the Russian symphony, to which similar status should be accorded as the today considerably better-known symphonic cycles by his successors Prokofiev, Myaskovsky or Shostakovich. Like Camille Saint-Saëns in France or Max Bruch in Germany, Alexander Glazunov was a truly progressive, but formally conservatively thinking composer who was not willing to sacrifice the traditional symphonic form to superficial Modernism. It is now time to rehabilitate Glazunov's symphonies. Whoever studies them intensively will discover some of the finest music of their time and particularly under the wonderful baton of the great Glazunov champion Neeme Järvi.",,https://b2b.naxosusa.com/Album.aspx?product=ORF-C977195,01 Classical,Classical,Classical|Orchestral,Germany,2019 Orfeo,2019 Orfeo,,,,,,,,,,,,,,,,,,,,
2019,OUR,OUR Recordings,6220672,0747313167265,Axel Borup-Jorgensen ,Floating Islands - Guitar Music by Axel Borup-Jorgensen,Frederik Munk Larsen,1,Hybrid SACD,15.59,23.99,"Axel Borup-Jørgensen was by any definition, a singular figure in Danish music. Despite several major successes, he remained somewhat of a beloved outsider, embracing the modernist ideal throughout his career. Yet, there is an organic lyricism in his music which has been identified as uniquely "Scandinavian"" in nature. The guitar provided Borup-Jørgensen with an ideal medium for musical expression offering both an intimacy and an ephemerality that complimented his increasingly inward looking aesthetic. The current program, meticulously played by Frederik Munk Larsen provides an overview of the composer's guitar music, from his first major composition, the dramatic and gestural Praeambula, Op. 72, (1974-1976) to the late, aphoristic cycle floating islands, Op. 169, (2002), unique in the instrument's literature for being composed entirely in harmonics.Borup-Jørgensen worked closely with musicians at every phase - from pre-compositional strategies to performance - among them, guitarist Frederik Munk Larsen, whose extraordinary virtuosity and attention to the most fragile nuance, draw out the deep melancholy and organic beauty of this fearsomely difficult music. There is little doubt that this new recording will become an extraordinarily important document of 20th Century Guitar music.",,https://b2b.naxosusa.com/Album.aspx?product=6220672,01 Classical,Classical,Classical|Contemporary Era,Germany,2018,2018,,,,,,,,,,,,,,,,,,,,
2019,PAL,Paladino Music,PMR0099,9120040731922,Wolfgang Amadeus Mozart ,Mozart: Divertimento K 563; Horn Quintet K 407,Kreisler Trio Wien; Wolfgang Vladar; Julia Purgina ,1,CD,14.81,22.99,"For their debut recording, the Kreisler Trio Wien have chosen Mozart's monumental and much-loved Divertimento in E-flat major, and - together with the Vienna Philharmonic's principal hornist Wolfgang Vladar - the horn quintet. In 2017 the Kreisler Trio Wien celebrated its 10-year anniversary. Since its inception in 2007, the Kreisler Trio Wien has developed into one of Austria's top chamber music ensembles- a result of their strong sense of musical culture, exhilarating performances and excellent musicianship. The name of the ensemble is an homage to the ingenious Austrian violinist and composer Fritz Kreisler. One marvels at his art, while his musical heritage and personality symbolically stand for triumph over destruction and renewal through the power of music.",,https://b2b.naxosusa.com/Album.aspx?product=PMR0099,01 Classical,Classical,,Germany,2018 paladino media,2018 paladino media,,,,,,,,,,,,,,,,,,,,
2019,PCL,Pan Classics,PC10395,7619990103955,Heinrich Ignaz Franz von Biber et al.; Arcangelo Corelli; Marin Marais ,Jakob Rattinger & Lina Tur Bonet: Marais meets Corelli,Jakob Rattinger; Lina Tur Bonet; ensemble musica narrans,1,CD,14.81,22.99,"More than 500,000 clicks on their YouTube video of Folia-variations by Marais and Corelli, and a wide array of enthusiastic comments ("spectacular", "great", "splendid", "amazing"): violist Jakob Rattinger and violinist Lina Tur Bonet meet the demands of many music lovers who are keen of fireworks, virtuosity and positive energy. Competition has always been a part of musical life. Be it by the bards, the troubadours, or the legendary mastersingers, they all performed with and against each other to emerge as laurel-crowned winners. Through this fictive competition between their two instruments, the performers illustrate in practice many of the aspects of the evolution of their respective instruments, with the absolutely breath-taking Folia-variations putting the icing on the cake of this very special proposal.",,https://b2b.naxosusa.com/Album.aspx?product=PC10395,01 Classical,Classical,,Netherlands,2019 note 1 music,2019 note 1 music,,,,,,,,,,,,,,,,,,,,
2019,PCL,Pan Classics,PC10396,7619990103962,Carlo Gesualdo; Luzzasco Luzzaschi; Claudio Monteverdi; Cipriano de Rore ,"Profeti della Quinta: Amor, fortuna e morte - Madrigali",Profeti della Quinta,1,CD,14.81,22.99,"The vocal ensemble Profeti della Quinta was founded in the Galilee region of Israel by the bass singer and harpsichordist Elam Rotem, and is based in Basel, Switzerland, where its members undertook further studies of early music at the Schola Cantorum Basiliensis. The ensemble focuses on the vocal repertoire of the 16th and early 17th centuries. From its core of five male singers, the ensemble collaborates regularly with instrumentalists and additional singers. Profei della Quinta has recorded albums with music by the Jewish-Italian composer Salomone Rossi, Orlando di Lasso, Luzzasco Luzzaschi, and two works composed by Elam Rotem. The Madrigal was the most prominent genre of secular vocal music in the Renaissance and early Baroque. The program of the present release tells the story of the Italian Madrigal. It follows its evolution from the highly expressive polyphony of Cipriano de Rore, to the revolutionary madrigals by Claudio Monteverdi that shaped the Baroque era.",,https://b2b.naxosusa.com/Album.aspx?product=PC10396,01 Classical,Classical,,Netherlands,2019 note 1 music,2019 note 1 music,,,,,,,,,,,,,,,,,,,,
2019,PCR,Paraclete Recordings,GDCDS827,709887082726,Gregorian Chant ,"The Monks of Solesmes: The Church Sings Her Saints, Vol. 1",The Monks of Solesmes,1,CD,14.81,22.99,"This beautiful collection includes Introits, Graduals, Alleluias, Offertories, Communion pieces, Lauds & Vespers Antiphons, and Hymns. For over a century and a half, the Monks of Solesmes have chanted the liturgy of the Church, while at the same time achieving remarkable breakthroughs in musical scholarship. The clarity, accuracy - and haunting, compelling power - of their sound has no equal. According to experts, the recordings of the Monks of Solesmes are the purest, most genuine, and finest recordings of Gregorian Chant available anywhere. "Paraclete Press offers a superb list of outstanding Christian music which is magnificently performed by the monks of Solesmes." (Reviewer's Bookwatch) "Setting the standard for Gregorian performance." (American Record Guide)",https://youtu.be/pP8ZSRQ4rLE,https://b2b.naxosusa.com/Album.aspx?product=GDCDS827,01 Classical,Classical,Classical|Chant,France,"Association Jean-Bougler, 1989","Creative Joys, Inc. 1991",,,,,,,,,,,,,,,,,,,,
2019,PCR,Paraclete Recordings,GDCDSN18,709887047121,Gregorian Chant ,The Monks of Solesmes: Sundays in Ordinary Time,The Monks of Solesmes,1,CD,14.81,22.99,"A rich experience of the church's liturgical year through Gregorian chant. This release delivers a stirring collection of Gregorian chants, celebrating ""Ordinary Time"" - the season of the liturgical year between the Feast of the Baptism of Our Lord and Lent, and from Pentecost Sunday until the beginning of the Advent season. Ordinary Time is the thread of the liturgical year, commemorating each Sunday with the Resurrection and the Paschal mystery. Expertly sung by the world-renowned monastic choir of Solesmes, France, this Gregorian chant recording enables listeners to participate in a rich experience of the church's liturgical year. "This recording has remained a touchstone of chant singing... Its elegance, its utter rightness once more becoming evident." (Fanfare)",https://youtu.be/zeDnwSEzxxE,https://b2b.naxosusa.com/Album.aspx?product=GDCDSN18,01 Classical,Classical,Classical|Chant,France,"SARL Guy D'Arezzo, 2004, Saint Peter of Solesmes, France","Paraclete Press, Inc.",,,,,,,,,,,,,,,,,,,,
2019,PAS,Passacaille,PAS1043,5425004810434,Carl Philipp Emanuel Bach ,C.P.E. Bach: Cello Concertos,Christophe Coin; Orquesta barroca de Sevilla; Enrico Onofri,2,CD + DVD,14.81,22.99,"The three cello concertos by C.P.E. Bach are among the highlights of the concertante cello literature between the genre contributions of Vivaldi and Haydn. In the meantime, it is also certain that the no less popular versions of the three concertos for flute and keyboard instrument were later transcribed and arranged by the composer himself, from the cello concertos which he wrote between 1750 and 1753. In their musically sophisticated and inspiring recording, Christophe Coin and the Orquesta barroca de Sevilla under Enrico Onofri underline the outstanding rank of the three concertos as masterpieces from the era of sensitivity.",,https://b2b.naxosusa.com/Album.aspx?product=PAS1043,01 Classical,Classical,,Netherlands,2018 Passacaille,2018 Passacaille,78 Documentaries,7,,,,2018 Passacaille,2018 Passacaille,,,,,,,,,,,,,
2019,PAS,Passacaille,PAS1047,5425004180476,Pyotr Ilyich Tchaikovsky,"Tchaikovksy: Variations on a Rococo Theme in A Major, Op. 33; Piano Trio, Op. 50",Sergei Istomin; Claire Chevallier; Martin Reimann,1,CD,14.81,22.99,"It is clear from the title page of the handwritten piano score that Tchaikovsky's popular Variations on a Rococo Theme Op. 33 can be performed with orchestral or piano accompaniment only. The recording with Sergei Istomin on PASSACAILLE uses the handwritten copy of the original piano score with the cello part, which contains numerous informative entries by the composer. Also in the piano trio recorded here, Claire Chevallier plays in proper style on a grand piano made by the St. Petersburg company Jacob Becker in 1877, whose instruments Tchaikovsky has demonstrably highly valued.",,https://b2b.naxosusa.com/Album.aspx?product=PAS1047,01 Classical,Classical,,Netherlands,2018 Passacaille,2018 Passacaille,,,,,,,,,,,,,,,,,,,,
2019,PEN,PENTATONE,PTC5186728,827949072864,Alexander Glazunov; Aram Khachaturian; Serge Prokofieff ,Julia Fischer: Russian Violin Concertos,Julia Fischer; Russian National Orchestra,2,Vinyl,26.51,40.99,"This remarkable album marks the recording debut of German violinist Julia Fischer as well as the beginning of her extraordinary partnership with Russian-born conductor Yakov Kreizberg, which would result in numerous PENTATONE releases before the conductor's untimely death in 2011. Together they tackle three Russian violin concertos which have been tragically overlooked, shedding new light on these masterpieces. The maturity of the repertoire selection and delightful interplay between soloist, conductor and orchestra all contribute to a truly stunning debut album. The violin concertos of Khachaturian, Prokofiev and Glazunov are preserved in timeless beauty, providing a testament to the masterful artistry of Yakov Kreizberg, the Russian National Orchestra and a very precocious Julia Fischer. The multiple prize-winning album is released here for the first time in a highly collectible version.",,https://b2b.naxosusa.com/Album.aspx?product=PTC5186728,01 Classical,Classical,Classical|Violin,Germany,2004 PENTATONE Music B.V.,2018 PENTATONE Music B.V.,,,,,,,,,,,,,,,,,,,,
2019,PEN,PENTATONE,PTC5186791,827949079160,Various ,Orchestre de la Suisse Romande: One Century of Music (1918-2018),Orchestre de la Suisse Romande,5,CD,38.99,59.99,"Premier siècle; One Century of Music celebrates the centenary of the Orchestre de la Suisse Romande. The boxset contains a collection of rare radio recordings that have never been released before, spanning French, German, Russian and twentieth-century repertoire. A unique asset of Premier siècle is the 1943 recording of the musical legend Les Armaillis (1906) by Swiss composer Gustave Doret. The album showcases the rich history and musical development of the Orchestre de la Suisse Romande and contain performances by all its musical directors, from founding father Ernest Ansermet until current musical director Jonathan Nott, including all their intermediate colleagues: Paul Kletzki, Wolfgang Sawallisch, Horst Stein, Armin Jordan, Fabio Luisi, Pinchas Steinberg, Marek Janowski and Neeme Järvi. The release comes with a voluminous, full-color booklet with texts on the orchestra's history and the repertoire presented in English, French and German as well as unique photos and archival materials.",,https://b2b.naxosusa.com/Album.aspx?product=PTC5186791,01 Classical,Classical,Classical,Germany,2018 RTS Radio Télévision Suisse,2018 PENTATONE Music B.V.,,,,,,,,,,,,,,,,,,,,
2019,PRNO,Perfect Noise,PN 1801,0719279933611,Various ,Robin Johannsen: Napoli Galante - Arias for Soprano,Robin Johannsen; Teatro del Mondo,1,CD,14.03,21.99,"At the outset of the eighteenth century, Naples had gained ground as one of the most important musical centers in Italy. In 1729 Charles de Brosses wrote with great admiration in his "Lettres familieres:" "Naples es la capital du monde musician." (Naples is the capital of the musician world.) The Galant Style must be considered to be groundbreaking, and as preparatory for the Classical Style. For example, an unbroken teacher-student lineage can be documented which reaches from Gaetano Greco to Nicola Antonio Porpora, further to Joseph Haydn and then on to Ludwig van Beethoven and Carl Czerny. Robin Johannsen presents this release, which includes several world premiere recordings and focuses on Early music from Naples- that center of the musical world. Johannsen is one of the most sought-after singers in Early Music.",,https://b2b.naxosusa.com/Album.aspx?product=PN%201801,01 Classical,Classical,,Germany,2018 Perfect Noise,2018 Perfect Noise,,,,,,,,,,,,,,,,,,,,
2019,PNC,Piano Classics,PCL10163,5029365101639,Sergei Bortkiewicz ,Bortkiewicz: Complete Piano Music,Klaas Trapman,6,CD,43.67,67.99,"A composer-pianist after his time, Sergei Bortkiewicz (1877-1952) continued to write music in the post-Romantic Russian tradition well into the 20th century: based on Liszt and Chopin, influenced by Tchaikovsky and Russian folklore, and insulated from Modernism. His craftsmanship was meticulous, his imagination colorful and sensitive, his piano writing as idiomatic as one would expect from a performer coached in the grand manner of 19th-century virtuosity. His voice is strongly established in even his early works: preludes, studies and ballades followed, as well as two grandiloquent sonatas. Many of Bortkiewicz's manuscripts ended up in the possession of his good friend, the Dutch pianist Hugo van Dalen. In time the Dutch Musical Institute acquired them and engaged Klaas Trapman to make these recordings between 2002 and 2006. Reissued here complete, they are complemented by new and detailed booklet notes from the Bortkiewicz scholar Wouter Kalkman. For Trapman himself, this project was a labor of love: 'Bortkiewicz has his own personal voice,' he remarked in an interview. 'It is the atmosphere of deep nostalgia, the longing for past joys. This emotional side, blended with his strong melodic gifts, makes his music attractive and appealing to many listeners.'",,https://b2b.naxosusa.com/Album.aspx?product=PCL10163,01 Classical,Classical,,Germany,2018 Piano Classics,2018 Piano Classics,,,,,,,,,,,,,,,,,,,,
2019,PRF,Profil,PH19009,881488190090,Alexander Guriliov; Alexander Dargomyzhsky; Alexander Aliabiev; Alexander Varlamow ,"Dashkova Ensemble: L'Histoire de la romance russe, Vol. 1",Dashkova Ensemble,1,CD,14.03,21.99,"The Russian word romans ("romance") denotes an art song whose lyrics usually -- but not always! -- deal with the subject of Romantic love. A counterpart to the German Lied or French romance, the Russian romans embarked on its journey late in the 18th century. Predictably, the earliest romansy imitated the Western models and were set in French and Italian. As it happens time and again in Russian history, a Western innovation timidly arrived in Russia, steeped in the country's unique culture, and after years of evolution re-entered the West as something strikingly new, fresh, and... yes, indeed "Russian." When it comes to the genre in question, the West discovered the dramatic romansy by Pyotr Tchaikovsky and Sergei Rachmaninoff not so long ago. Our album L'histoire de la romance russe is designed to show what preceded these glorious masterpieces.",,https://b2b.naxosusa.com/Album.aspx?product=PH19009,01 Classical,Classical,Classical|Chant,Germany,2018 Profil Medien,2018 Profil Medien,,,,,,,,,,,,,,,,,,,,
2019,RAM,Ramee,RAM1808,4250128518086,Various ,Ossesso - Italian Madrigals about Love & Affliction,Ratas del viejo Mundo; Floris de Rycker,1,CD,8.57,13.99,"Jealousy, tenderness, loneliness and longing, desire, unattainability, sensuality, frustration, love, lust and loss in all their configurations come together in OSSESSO. The old masters allow us no escape from the painfully vivid portrayals of their experiences. Tromboncino and Gesualdo exemplify the extremes of which obsessiveness is capable, in their music as in their lives; in this sense, they are precursors to Phil Spector, Sid Vicious, or Bertrand Cantat. This release is a selection of absolutely touching madrigals about love and affliction that represent the kaleidoscope of feelings and emotions of their composers, be it in the late Middle Ages or in the Renaissance, interspersed with some instrumental pieces.",,https://b2b.naxosusa.com/Album.aspx?product=RAM1808,01 Classical,Classical,,Austria,2018 Floris De Rycker under exclusive licence to Outhere Music,2018 Outhere Music,,,,,,,,,,,,,,,,,,,,
2019,REL,Relief,CR3010,7619934301027,Johannes Brahms; Wolfgang Amadeus Mozart; Franz Schubert; Robert Schumann; Richard Strauss ,Rudolf Schock: Lieder,Rudolf Schock,2,CD,23.39,35.99,"German tenor Rudolf Schock boasted a wide repertoire. He regularly recorded opera and lieder in addition to doing television, radio, and film work. He was known for his warm, flexible voice, and a "strong top voice" which suited him to heroic roles. He was known to be able to fill a recital hall full of audience members who had never before taken part in a classical programme. He continued making concert appearances and recordings well into his sixties. Unfortunately, in 1986 at the age of 71, he passed away suddenly. RELIEF publishes here the eight orchestral songs of Strauss, Schumann's Dichterliebe and two programmes of selected songs recorded in 1957.",,https://b2b.naxosusa.com/Album.aspx?product=CR3010,01 Classical,Classical,,Austria,2018 Sonimex AG,2018 Sonimex AG,,,,,,,,,,,,,,,,,,,,
2019,RTE,RTE Lyric FM,CD158,5391507331151,Robert O'Dwyer; Tomas o Ceallaigh ,O'Dwyer: Eithne,RTE National Symphony Orchestra; Irish National Opera Chorus; Chorus of Opera Theatre Company; Orla Boylan; Robin Tritschler; Gavan Ring; Imelda Drumm; Brendan Collins; Eamonn Mulhall; John Molloy; Robet McAllister; Rachel Croash; Ferghal Curtis; Eoghan Desmond; Conor Breen ,2,CD,15.59,23.99,"This new release is based on the first concert performance of Eithne in over one hundred years by Irish National Opera and the RTÉ National Symphony Orchestra. Conducted by Fergus Sheil, Eithne features a stellar cast of Irish singers including Orla Boylan, Robin Tritschler and Gavan Ring. The dramatic plot of Eithne is drawn from the magical legend Éan an Cheoil Bhinn (The Bird of Sweet Music). Composed by the English/Irish composer Robert O'Dwyer, the libretto was written by renowned academic and playwright Tomás Ó Ceallaigh. The story follows the adventures of Ceart, chosen heir to the High King of Ireland, and his ne'er-do-well brothers Art and Neart. Together they travel to the Land of Eternal Youth (Tír na nÓg) in pursuit of a mysterious bird. Unbeknown to the brothers the bird is Eithne, daughter of the King of Tír na nÓg. Cursed by her father, she must remain in birdlike form until a worthy warrior defeats the gigantic Guardian Spirit of their land, thus winning Eithne's hand and releasing her from the spell. The music of Eithne is immediately appealing, sitting firmly within the sphere of the late-nineteenth European operatic tradition, while also incorporating elements of Irish musical motifs. If the influence of Wagner occasionally looms large, the soft consonants, long vowels and in-line rhyming of the vocal score reveal the Irish language as completely apt for the operatic stage. The Irish Times in 1909 reported that the premiere of Eithne, conducted by the composer was '...enthusiastically received...' Its revival more than a century later was greeted by a full house in the National Concert Hall, Dublin and was described by critics as a '...remarkable revival of an intriguing opera.'",,https://b2b.naxosusa.com/Album.aspx?product=CD158,01 Classical,Classical,Classical|Opera,Irish Republic,RTE lyric fm,RTE lyric fm,,,,,,,,,,,,,,,,,,,,
2019,SSO,Seattle Symphony Media,SSM1021,855404005218,Hector Berlioz; Claude Debussy; Maurice Ravel ,Berlioz: Les nuits d'ete; Ravel: Sheherazade; Debussy: Le livre de Baudelaire,Ian Bostridge; Seattle Symphony,1,CD,13.25,20.99,"Tenor Ian Bostridge joins Ludovic Morlot and the Seattle Symphony in an album exploring the music of iconic French composers renowned for their inventive spirit: Berlioz, Ravel and Debussy. Hailed by The Seattle Times for his "warm tone quality and beautiful expression" during the performance of Berlioz's Les nuits d'ete, the live-in-concert track is paired with studio recordings of Ravel's imaginative Sheherazade and Debussy's colorfully rich Le livre de Baudelaire, orchestrated by John Adams. With naturalistic imaging, depth of field and dynamic range, all Seattle Symphony Media recordings have been engineered to audiophile standards and aim to capture as realistically as possible the sound of the orchestra performing on the Benaroya Hall stage. The present release was mastered by 2017 Grammy Award Winner Dmitriy Lipay.",,https://b2b.naxosusa.com/Album.aspx?product=SSM1021,01 Classical,Classical,,United States,2018 Seattle Symphony Media,2018 Seattle Symphony Media,,,,,,,,,,,,,,,,,,,,
2019,SOL,Solo Musica,SM298,4260123642983,Johann Sebastian Bach ,Bach: Sonatas & Partitas BWV 1001-1006,Mikhail Pochekin,2,CD,23.39,35.99,""Pure and penetrating" was the violin playing of Johann Sebastian Bach according to the tradition of his son Carl Philipp Emanuel: "He fully understood the possibilities of all violin instruments. This is testified by his soli for violin and cello without bass. One of the greatest violinists once told me that he had seen nothing more perfect to become a good violinist and he could advise nothing better than the violin soli without bass mentioned above." When Carl Philipp Emanuel addressed these words in a letter to the musicologist and early Bach biographer Johann Nikolaus Forkel in 1774, Bach's Sonatas and Partitas for Solo Violin were known to a still manageable, albeit growing circle of enthusiasts. Now these works are taken up on the present recording by Mikhail Pochekin. Mikhail Pochekin is one of the most captivating violinists of his generation. He appears with many renowned orchestras including the Mariinsky Theater Symphony, the Russian National Orchestra, the Basel Symphony Orchestra, the Moscow Philharmonic, the State Academic Symphony Orchestra of Russia "Evgeny Svetlanov", the Tatarstan National Symphony Orchestra or the Lithuanian National Orchestra and worked together with conductors such as Heinz Holliger, Vassily Sinaisky, Yuri Simonov, Kevin Griffiths, Valentin Uryupin, Stanislav Kochanovsky, Dimitris Botinis, Mei-Ann Chen or Alexander Sladkovsky.",,https://b2b.naxosusa.com/Album.aspx?product=SM298,01 Classical,Classical,Classical|Solo Instrumental,Austria,2019 Solo Musica,2019 Solo Musica,,,,,,,,,,,,,,,,,,,,
2019,DOR,Sono Luminus,DSL-92228,053479222824,Frederic Chopin; Nolan Gasser; Augusta Gross; David T. Little; William Grant Still; C. Price Walden ,Bruce Levingston: Citizen,Bruce Levingston,1,CD,12.47,19.99,"Bruce Levingston writes of his new release: "The genesis of this recording was an invitation to perform for the opening of the Mississippi Civil Rights Museum, an event which inspired me to meditate on the complex history of my birthplace, Mississippi. A storied, culturally-rich state, it has produced some of our country's most important artists - including William Faulkner, B.B. King, Leontyne Price, and Eudora Welty - but is also a place that has witnessed notably painful struggles with race, poverty, and equality. The scars are painful and deep. Here, among our colleges, churches, cotton fields and battlefields, contradictions abound. These disparate, but related, elements have long absorbed and confounded artists born in this mystical place. In recent years, I have come to see that my beloved state only reveals more intensely what exists in other places in our world: the struggle for people to come to terms with one another's histories and differences. In this time of turmoil between peoples and nations, focused on issues of citizenship and patriotism, we continue this struggle. I chose to name this album "Citizen," not only because it contains works that reflect upon actual citizenship and human rights, but also to highlight that we are all citizens of one earth, and in order to survive, we must find ways to respect one another's differences, and strongly uphold each other's right to exist with dignity and freedom. On this recording, I have gathered together works by composers who have contemplated these issues deeply. The voices of these artists plead for civility, humanity, and love, and each brings a sense of immediacy to the cause - offering not a clenched fist, but an open hand that reaches out with a welcoming embrace."",,https://b2b.naxosusa.com/Album.aspx?product=DSL-92228,01 Classical,Classical,Classical|Piano,United States,2019 Sono Luminus,2019 Sono Luminus,,,,,,,,,,,,,,,,,,,,
2019,STNS,Steinway and Sons,STNS30093,034062300938,Modest Mussorgsky,Mussorgsky: Pictures at an Exhibition; Hersch: Tchaikovsky Variations,Natasha Paremski,1,CD,14.03,21.99,"Natasha Paremski writes of her new release: "This is a journey through ancient and mythic Russia, with a nod to the Franco-Russian love affair. A work I have lived with the majority of my musical life, Pictures at an Exhibition never fails to surprise me in its scope, harmonic modernism, and classic Russian grandeur." With her consistently striking and dynamic performances, pianist Natasha Paremski reveals astounding virtuosity and voracious interpretive abilities. She continues to generate excitement from all corners as she wins over audiences with her musical sensibility and flawless technique. Natasha began her piano studies at the age of 4 with Nina Malikova at Moscow's Andreyev School of Music. She then studied at San Francisco Conservatory of Music before moving to New York to study with Pavlina Dokovska at Mannes College of Music, from which she graduated in 2007. Natasha made her professional debut at age nine with the El Camino Youth Symphony in California. At the age of fifteen she debuted with Los Angeles Philharmonic and recorded two discs with Moscow Philharmonic Orchestra under Dmitry Yablonsky, the first featuring Anton Rubinstein's Piano Concerto No. 4 coupled with Rachmaninoff's Paganini Rhapsody and the second featuring all of Chopin's shorter works for piano and orchestra.",,https://b2b.naxosusa.com/Album.aspx?product=STNS30093,01 Classical,Classical,Instrumental,United States,2019 Steinway Musical Instruments,2019 Steinway Musical Instruments,,,,,,,,,,,,,,,,,,,,
2019,STV,Stradivarius,STR37119,8011570371195,Johann Sebastian Bach ,Bach: Music for Harpsichord & Viola da Gamba,Patrizia Marisaldi; Alberto Rasi ,1,CD,13.25,20.99,"For some time now musicology has widely reviewed the previously long held belief that Johann Sebastian Bach's chamber output originates mostly from his Köthen period (1717-1723). Although precise dates are still lacking, various clues have led many of his works for one/two instruments and basso continuo or concertante harpsichord to be moved forward to his Leipzig years (1723-1750) and in particular to the decade 1730-1740. This group of works also includes the three sonatas for viola da gamba and 'obbligato' harpsichord BWV 1027 in G major, BWV 1028 in D major and BWV 1029 in G minor, again assigned on the basis of clues to the period 1736-1741. On the other hand, no reference is available to date the posthumous copies of the Sonatas BWV 1028 and 1029 made in 1753 by Christian Friedrich Penzel, one of Bach's last pupils at the Thomasschule in Leipzig; but stylistic considerations would lead both works to be assigned to the same years as the Sonata BWV 1027. As is known, the three sonatas for viola da gamba do not form an organic corpus like the six Suites for cello or the Sonate e Partite for solo violin. But the pieces in the group share the 'obbligato' role of harpsichord, also found in the six Sonate à cembalo certato e Violino solo, datable to around 1725, as well as in the three sonatas for flute and harpsichord, written in the same period as the sonatas for viola da gamba. On this release, Patrizia Marisaldi (harpsichord) and Alberto Rasi (viola da gamba) aim to present this music in a historically accurate manner.",,https://b2b.naxosusa.com/Album.aspx?product=STR37119,01 Classical,Classical,Classical|Chamber Music,Italy,Milano Dischi,Milano Dischi,,,,,,,,,,,,,,,,,,,,
