Label,Label Description,Item Number,Primary Barcode,Artist,Composer,Composer / Title,Format,# Discs,CA List Price,CA Suggested Retail Price,Release Date,Blurb
NAL         ,NIMBUS ALLIANCE - NIMBUS,NI6345,7.10358E+11,"Feltsman, Vladimir","Schubert, Franz","Schubert: Piano Sonatas, Vol. 4",COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-07,"Schubert wrote eleven complete sonatas between 1817 and 1828. He also composed movements for several sonatas which he left unfinished. Sonata in A minor D. 784 is one of the most important singular works in Schubert's output that stays apart from his previous and later sonatas. It is an austere, almost minimalistic work that achieves a profound and lasting impact. It is one of the darkest and most unsettling pieces he ever wrote and one of the most confessional. This relatively short sonata, by Schubert's standards, is one of the most authentic, prophetic and enigmatic works ever written. Sonata in A major D. 959 was writte in 1828, the last year of Schubert's life, very rapidly alongside the sonatas in C minor and B-flat major, just a few month before his death. The speed, quality and quantity of Schubert's output in the last year of his life are a marvel. In his last year, Schubert wrote some of the most important work that sums up his ideas, inspiration and ambitious as a composer. These incredible works were written by the artist at the peak of his creative powers with clarity and precision. In these works, including the last three sonatas, Schubert points the ways to resolving the perennial conflicts of existence: his final message seems to be that of acceptance and reconciliation. Towards the end of his life, Schubert was learning to accept death as a promise, as a blessing."
NIM         ,"NIMBUS RECORDS, WYASTONE EST.",NI5944,7.10358E+11,"Frankl, Péter; Artis Quartet","Brahms, Johannes",Brahms: Piano Quintet - String Quartet No. 3,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-07,"Peter Frankl made his name on the international circuit as a young pianist in the 1960's and, since that time, he has appeared many world renowned conductors. Following his London debut in 1962 and his New York debut with the Cleveland Orchestra, he has been performing with many orchestras in the USA and Europe including all the London orchestras and has given master classes all over the world, including the Royal Academy and Royal College in London, Liszt Academy in Budapest and the Van Cliburn Institute in Texas. He lives in London and is visiting professor at Yale University in the USA. Founded in Vienna in 1980, the Artist-Quartett launched an international career with regular performances in the world's most important music centres including New York, London, Paris, Tokyo, Berlin, Vienna and Amsterdam. In Vienna they have performed an annual cycle of concerts at the Wiener Musikverein since 1988. Performances of complete quartets of composers included Schubert, Mendelssohn, Webern, Mozart, Zemlinsky and G. von Einem. The Quartet teaches at teh Universities in Vienna and Graz and has held masterclasses around the world."
NIM         ,"NIMBUS RECORDS, WYASTONE EST.",NI7099,7.10358E+11,"London Symphony Orchestra; Butt, Yondani","Schumann, Robert",Schumann: Symphonies Nos. 1-4 - Overture to Manfred,COMPACT DISC,2,$11.69 ,$17.99 ,2017-Jul-07,"Yondani Butt was born in Macau. He studied conducting with Wolfgang Vacano (1906-1985) at Indiana University, majoring in chemistry. He continued to study conducting with Josef Blatt (1906-1999) at the University of Michigan while pursuing his chemistry degree. Hailed by Robert Marsh of the Chicago Sun Times as ''an outstanding talent'', Yondani Butt has received acclamation from critics and audiences for his many recordings and concert performances. He died on August 28, 2014. ''Anyone seeking these two symphonies on one disc, together with a generous 'filler' into the bargin, could hardly do better than to acquire this eminently recommendable issue'' Robert Matthew-Walker, International Record Review on the original release of Symphonies Nos. 3 & 4."
NOV         ,NOVUM,NCR1392,7.99419E+11,"Choir of New College Oxford; Quinney, Robert","Anonymous; Arbuthnot, John; Bible; Buxtehude, Dieterich; Handel, George Frideric; Howells, Herbert; L'Estrange, Alexander; Ockeghem, Johannes; Palestrina, Giovanni Pierluigi da; Parker, Matthew; Pitts, Antony; Schütz, Heinrich; Tallis, Thomas; Taverner, John",Like as the Hart,COMPACT DISC,1,$13.25 ,$20.99 ,2017-Jul-21,"New College Choir is one of the most celebrated and acclaimed choral groups of the UK. IT comprises around thirty voices, including its famous boy choristers. It has been around since the late 14th century, when William of Wykeham set up a choral foundation within his ‘New’ College. Since then it has regularly sung chapel services, and continues to do so during the University terms. What has changed rather more dramatically over the years is the Choir’s outreach: now its singing is heard the world over, through broadcasts and recordings. The Choir has also built up an enviable discography, numbering over one hundred albums, presenting choral music from all corners of the repertory. Indeed, the range of music sung by the Choir is one of its defining features, making involvement in its work particularly rewarding for singers. New College’s label Novum was inaugurated in October 2010. The anthem has always had a special place in the Anglican choral tradition and this new selection from the Choir of New College Oxford, directed by Robert Quinney, celebrates the richness of this repertoire with particular Oxford connections."
OEH         ,OEHMS CLASSICS,OC 031,4.26003E+12,"Mozarteumorchester Salzburg; Bolton, Ivor","Bruckner, Anton",Bruckner: Symphonies Nos. 1-9,COMPACT DISC,9,$17.93 ,$27.99 ,2017-Jul-28,"Alongside those with Simone Young and Stanislaw Skrowaczewski, OehmsClassics is now offering the third Bruckner cycle here with Ivor Bolton. This time it includes ''only'' the Symphonies Nos. 1 and 9. In its April 2017 issue, the renowned Gramophone Magazine wrote the following about the Second Symphony: ''The overall impression is one of vividness and transparency, aided by the exemplary recording...Among single-disc offerings of the 1872 edition, Bolton's recording is hard to beat.''"
OEH         ,OEHMS CLASSICS,OC 1871,4.26033E+12,"Asuka, Mona","Liszt, Franz; Schubert, Franz",Schubert & Liszt: Piano Works,COMPACT DISC,1,$15.59 ,$23.99 ,2017-Jul-28,"Mona Asuka, the sister of Alice Sara Ott, has chosen a Schubert/Liszt programme for her debut album. The young pianist made her orchestral debut already at the age of 13, and she has so far worked with such conductors as Ivor Bolton and Edo de Waart. Solo performances have taken the artist to the Mecklenburg-Vorpommern Festival, the Ruhr Piano Festival, the European Weeks in Passau and the Kissingen Summer Festival."
OEH         ,OEHMS CLASSICS,OC 1875,4.26033E+12,"Damerau, Okka von der; Mühlemann, Regula; Baianu, Adrian; Schwaiger, Wolfgang; Nazmi, Tareq","Anonymous; Arndt, Ernst Moritz; Bechstein, Ludwig; Becker, Reinhold; Berger, Wilhelm; Bierbaum, Otto Julius; Blech, Leo; Brüll, Ignaz; Bungert, August; Claudius, Matthias; d'Albert, Eugen; Doebber, Johannes; Eulenburg, Philipp; Falke, Gustav; Gernsheim, Friedrich; Goldschmidt, Adalbert von; Grimminger, Adolf; Grosse, Walter; Hermann, Hans; Hildach, Eugen; Hochberg, Bolko von; Holst, Adolf; Hölty, Hermann; Holz, Arno; Humperdinck, Engelbert; Kahn, Robert; Keller, Gottfried; Kienzl, Wilhelm; Kleffel, Arno; Ko",Im Volkston,COMPACT DISC,1,$15.59 ,$23.99 ,2017-Jul-21,"The Berlin weekly journal ''Die Woche'', issued from 1899 to 1944 by the publisher August Scherl, announced a composition competition in 1903 with the aim of encouraging new songs ''im Volkston''. Prominent composers of the time were approached by the publishers for this competition and asked to send in an appropriate song. Of the songs submitted, thirty were selected and published in a special issue that was available in shops. At the first performance of the songs of othis first competition, however it became clear that many of these songs were indeed in a folk-music style, but due to their complexity they were rather closer to the genre of the art song. For this reason, the publisher August Scherl decided to hold a second competition during that same year. This one was basically run in the same way, but this time composers were not approached directly; this time there was a public announcement in the journal ''Die Woche''. In addition, special emphasis was to be laid on brevity, easy singability and comprehensibility. The best and most beautiful of these songs are represented on this recording. As a bonus, we have also included Waldeinsamkeit by Max Reger with Regula Muhlemann. This song was submitted by the composer but rejected by the jury - hard to believe, actually."
OEH         ,OEHMS CLASSICS,OC 1882,4.26033E+12,"Strid, Elisabet; Bulgarian National Radio Mixed Choir; Anguélov, Ivan; Bulgarian National Radio Symphony Orchestra","Beethoven, Ludwig van; Bouilly, Jean Nicolas; Wagner, Richard",Leuchtende Liebe,COMPACT DISC,1,$15.59 ,$23.99 ,2017-Jul-21,"Elisabet Strid began her international career in 2010 at the Norwegian National Opera in Oslo as Elisabeth in Tannhauser. Since then her career has skyrocketed, and she is a frequently invited guest at all the world's great opera houses. In 2017 the artist made her debut in France as Senta in The Flying Dutchman at the Opera de Lille, and as Salome at the Leipzig Opera. She also sang the role of Senta at the Cape Town Opera, and of Sieglinde in The Valkyrie at the Chicago Lyric Opera. Future engagements will include interpretations of the roles of Brunnhilde, Salome and Elisabeth at the Leipzig Opera, Senta at the Wagner Days in Budapest and Sieglinde at the Rhine Opera in Dusseldorf-Duisburg. Her debut as Marietta in Die tote Stadt is planned for the Helsinki National Opera. The present recording is therefore a magnificent visiting card of a great artist at the peak of her abilities."
OEH         ,OEHMS CLASSICS,OC1857,4.26033E+12,"Youn, William","Mozart, Wolfgang Amadeus","William Youn Plays Mozart Sonatas, Vol. 5",COMPACT DISC,1,$15.59 ,$23.99 ,2017-Jul-07,"At the beginning of his Mozart cycle with OehmsClassics and the Bavarian Broadcasting Company, William Youn stated in an interview: ''I would like to play a Mozart that can be sensed and felt. After all, many say that Mozart always sounds the same, but I don't feel that way. I would like to show how differentiated and exciting Mozart can describe the most varied emotions and colors of people - through music.'' When one has heard all five albums, there is actually nothing more to add to that. His plan has been wonderfully realized."
OEH         ,OEHMS CLASSICS,OC1872,4.26033E+12,"Staatskapelle Weimar; Albrecht, Hansjörg","Maazel, Lorin; Wagner, Richard",Wagner-Maazel: Der Ring ohne Worte,COMPACT DISC,1,$15.59 ,$23.99 ,2017-Jul-14,"That Hansjorg Albrecht is becoming increasingly involved with conducting, ever since his highly successful Braunfels orchestral songs, is no longer a secret. In the following recording, some of which was recorded live in Weimar, he has turned to Richard Wagner's Ring. He has once again selected the Staatskapelle Weimar for this task, an ensemble whose history extends all the way back to the year 1491. Thus this orchestra has one of the richest traditions of any ensemble in the world, and is more than familiar with the works of Richard Wagner."
OEH         ,OEHMS CLASSICS,OC968,4.26003E+12,"Neubauer, Margit; Behle, Daniel; Nylund, Camilla; Bode, Simon; Chor der Oper Frankfurt; Frankfurter Opern- und Museumsorchester; Alder, Louise; Geyer, Sebastian; Baveyan, Gurgen; Mittelhammer, Ludwig; Kim, Eun Sun; Hwang, Ingyu","Bodanzky, Robert; Kirschbaum, Dorothea; Lehár, Franz; Willner, Alfred Maria",Lehár: Der Graf von Luxemburg (Live),COMPACT DISC,2,$23.39 ,$35.99 ,2017-Jul-07,"The world premiere of this operetta conducted by Robert Stolz at the Theater an der Wien in 1909 was an unbelievable success and was then performed 300 times in a row at that same theatre. These are numbers such as we only hear of today in connection with such musicals as Mamma Mia. Melodies such as Lieber Freund, man greift nicht nach den Sternen and Bist Du's, lachendes Gluck can certainly explain their success. This recording also offers a pair of operatic stars with Camilla Nylund and Daniel Behle."
BBC CONS    ,OPUS ARTE,OA 1239D,8.09478E+11,"D""""OUSTRAC  APPLEBY  KARTHUASER  LHOTE  BRADIC  CATON  SLY  MANACORDA  LONDON PHILHARMONIC ORCHESTRA  GLYNDEBOURNE CHORU","Berlioz, Hector",Berlioz: Béatrice et Bénédict,DVD VIDEO,1,$23.39 ,$35.99 ,2017-Jul-28,"Through the eye of French director Laurent Pelly this expression of Berlioz's undying admiration for the Bard - his adaptation of Much Ado about Nothing as an opera comique - becomes ''an elegant treatise on love and music designed in shades of grey with 50's-era costumes'' (Sunday Express). Housed by designer Barbara de Limburg in a series of oversized boxes, it's ''terribly chic, terribly pretty'' (The Spectator). Soaring over the ''warmly graceful playing of the London Philharmonic'', Paul Appleby sings ''attractively'' as Benedict and Stephanie d'Oustrac ''makes a marvellously wiry and fiery Beatrice, singing with charm and acting with gusto'' (The Telegraph)."
BBC CONS    ,OPUS ARTE,OA 1241BD,8.09478E+11,GUTIERREZ  GALSTYAN  WATANABE  THELIN  ORCHESTRE NATIONAL DU CAPITOLE  COLEMAN  LORIA  MAKSAKOV  GUTIERREZ  GALSTYAN  KE,"Adam, Adolphe; Not Applicable, na",Ballet du Capitole - Trois ballets de Kader Belarbi,DVD VIDEO,3,$31.19 ,$47.99 ,2017-Jul-28,"Three masterworks by Kader Belarbi shine in these stunning Ballet du Capitole productions. Hailed by Le Figaro as ''simply magnificent: a miracle in two acts'', Le Corsaire is a bold reinvention of a 19th-century classic. La Bete et la Belle - a compelling reimagining of the classic fiary tale Beauty and the Beast - had its place affirmed among hte best of modern ballets by Belarbi's much-lauded production for Theatre du Capitole. La Reine morte, based on Montherlant's play of the same name and set to an enchanting score by Tchaikovsky, tells the tragic story of King Peter I of Portugal's devotion to his beloved Ines."
BBC CONS    ,OPUS ARTE,OA BD7219D,8.09478E+11,"D""""OUSTRAC  APPLEBY  KARTHUASER  LHOTE  BRADIC  CATON  SLY  MANACORDA  LONDON PHILHARMONIC ORCHESTRA  GLYNDEBOURNE CHORU","Berlioz, Hector",Berlioz: Béatrice et Bénédict,BLU-RAY DVD,1,$31.19 ,$47.99 ,2017-Jul-28,"Through the eye of French director Laurent Pelly this expression of Berlioz's undying admiration for the Bard - his adaptation of Much Ado about Nothing as an opera comique - becomes ''an elegant treatise on love and music designed in shades of grey with 50's-era costumes'' (Sunday Express). Housed by designer Barbara de Limburg in a series of oversized boxes, it's ''terribly chic, terribly pretty'' (The Spectator). Soaring over the ''warmly graceful playing of the London Philharmonic'', Paul Appleby sings ''attractively'' as Benedict and Stephanie d'Oustrac ''makes a marvellously wiry and fiery Beatrice, singing with charm and acting with gusto'' (The Telegraph)."
BBC CONS    ,OPUS ARTE,OA BD7220BD,8.09478E+11,GUTIERREZ  GALSTYAN  WATANABE  THELIN  ORCHESTRE NATIONAL DU CAPITOLE  COLEMAN  LORIA  MAKSAKOV  GUTIERREZ  GALSTYAN  KE,"Adam, Adolphe; Not Applicable, na",Ballet du Capitole - Trois ballets de Kader Belarbi,BLU-RAY DVD,3,$42.89 ,$65.99 ,2017-Jul-28,"Three masterworks by Kader Belarbi shine in these stunning Ballet du Capitole productions. Hailed by Le Figaro as ''simply magnificent: a miracle in two acts'', Le Corsaire is a bold reinvention of a 19th-century classic. La Bete et la Belle - a compelling reimagining of the classic fiary tale Beauty and the Beast - had its place affirmed among hte best of modern ballets by Belarbi's much-lauded production for Theatre du Capitole. La Reine morte, based on Montherlant's play of the same name and set to an enchanting score by Tchaikovsky, tells the tragic story of King Peter I of Portugal's devotion to his beloved Ines."
OM          ,ORCHID MUSIC LTD.,ORC100072,5.06019E+12,"Alder, Louise; Middleton, Joseph","Arnim, Achim von; Bierbaum, Otto Julius; Bürger, Gottfried August; Dehmel, Richard; Gilm, Hermann von; Greif, Martin; Henckell, Karl Friedrich; Klopstock, Friedrich Gottlieb; Liliencron, Detlev von; Mackay, John Henry; Schack, Adolf Friedrich von; Stieler, Karl; Strauss, Richard; Traditional",Through Life & Love,COMPACT DISC,1,$10.91 ,$16.99 ,2017-Jul-21,"Hailed as ''one of the brightest lyric-sopranos of the younger generation'', ''a radiant performer'' and ''a born actress'' Louise has been held in high critical acclaim during her early career, and has recently been declared Young Singer of the Year at the 2017 International Opera Awards. She is also no stranger to Lieder, and has worked with pianist Joseph Middleton previously at the Leeds Lieder Festival. Joseph is considered a specialist in the art of song accompaniment, and has been described as ''one of the brightest stars in the world of song and Lieder'' by BBC Music Magazin, ''the cream of the new generation'' by The Times and ''a perfect accompanist'' by Opera Now. Through Life and Love sees Louise and Joseph perform some of the most beautiful Lieder in the repertoire, including Strauss' Die nacht, Standchen and Rote Rosen. Louise will be representing England at the BBC Cardiff Singer of the World Competition this year, and this will be her debut recital recording."
ORF         ,ORFEO INTERNATIONAL MUSIC,ORF-C916172A,4.01179E+12,"WDR Sinfonieorchester Köln; Anda, Géza; Knappertsbusch, Hans","Beethoven, Ludwig van; Brahms, Johannes; Weber, Carl Maria von","Weber, Beethoven & Brahms: Orchestral Works (Live)",COMPACT DISC,2,$17.93 ,$27.99 ,2017-Jul-07,"Following on from the last Knappertsbusch release of a programme of pure Beethoven featuring Backhaus and the Vienna Philharmonic dating from 1954, Orfeo's new album offers a recording of an entire concert performed in 1962. This recording features Geza Anda and the Cologne Radio Orchestra, one of the few concert orcehstras that Knappertsbusch conducted at the time apart from the Berlin and Vienna Philharmonics, and using the highly professional recording technology of Westdeutscher Rundfunk. The programme of this concert is again a Beethoven piano concerto, the passionate Third in C minor. The pianist Geza Anda, then aged 41, was the diametric opposite as a performer to the 74-year-old Hans knappertsbusch."
ORL         ,ORLANDO,OR0029,9.12004E+12,"Helsingborgs Symfoniorkester; Andersson, Susanna; Evans, Tecwyn","Alfvén, Hugo; Atwood, Margaret; Auden, Wystan Hugh; Bergman, Alan; Bergman, Marilyn; Bertati, Giovanni; Delibes, Léo; Forzano, Giovacchino; Gille, Philippe; Goethe, Johann Wolfgang von; Gondinet, Edmond; Grieg, Edvard; Handel, George Frideric; Hart, Heinrich; Henckell, Karl Friedrich; Ibsen, Henrik; Kallman, Chester; Kleiman, Bjorn; Lalli, Domenico; Legrand, Michel; Liszt, Franz; Mackay, John Henry; Maffei, Francesco Scipione; Mozart, Wolfgang Amadeus; Puccini, Giacomo; Rossi, Giacomo; Schikaneder, Emanuel;",This Is Me,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-07,"Swedish soprano Susanna Anderson presents a portrait album of songs and arias through a diverse range of repertoire together with the Helsingborg Symphony Orchestra. Andersson has been praised for her ''dazzling vocal gymnastics'' and ''purity of tone'' and this album perfectly reinforces this reputation. From the rapid coloratura of Vivaldi and the extremes of range of Mozart's concert aria Vorrei spiegarvi, to songs like Alfven's Skogen Sover and Handel's Lascia ch'io pianga even in the first five tracks the wide variety of vocal color and flexible technique is heard. Classics such as O mio babbino caro and Strauss's Morgen conclude this impressive debut album."
OUR         ,OUR RECORDINGS,6220618,7.47313E+11,"Mazur, Marilyn; Petri, Michala; Murray, Daniel","Anonymous; Bellinati, Paulo; Gismonti, Egberto; Jobim, Antônio Carlos; Murray, Daniel; Nazareth, Ernesto; Pascoal, Hermeto; Porto Alegre, Paulo; Ribeiro, Antonio; Villa-Lobos, Heitor",Brazilian Landscapes,SACD,1,$13.25 ,$20.99 ,2017-Jul-07,"Who can resist the casual, seductive, ingenious and multilayered music of Brazil? A country of continental dimensions where all of Europe could fit within her borders! But size isn't everything! From the lithesome, musical elegance of the choro to the hypnotic sensuality of the Bossa nova, and a kaleidoscope of subtle rhythms wrapped in sophisticated jazz harmonies, the sound of Brazilian music is unforgettable unmistakable, and best summed up by the Portuguese word ''saudade,'' which mingles yearning, sadness and memory. The leading recorder-player for decades, Michala Petri returns to take us on a new musical journey to Terra do Brasil through the music of Jobim, Nazareth, Gismonti, Villa-Lobos, Hermeto Pascoal and others. Joining her are two exciting musicians in their fields: the young guitarist and composer Daniel Murray and award-winning percussionist/composer Marilyn Mazur. A natural guitar prodigy, Murray has established himself at a young age as both a masterful interpreter of the music of Tom Jobim and as a leading voice in the contemporary Brazilian music scene."
PCL         ,PAN CLASSICS,PC10377,7.61999E+12,Royal Wind Music,"Ayerza, María Martínez; Bach, Johann Sebastian; Brumel, Antoine; Cabezón, Hernando de; Encina, Juan del; Ferrabosco I, Alfonso; Gesualdo, Carlo; Gombert, Nicolas; Holborne, Antony; Lobo, Alonso; Ockeghem, Johannes; Parsley, Osbert; Phalèse, Pierre; Sweelinck, Jan Pieterszoon; Willaert, Adrian",Cosmography of Polyphony,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-07,"The Royal Wind Music is a unique consort of renaissance recorders which performs on a collection of instruments especially made for the ensemble by leading flute makers from The Netherlands, Canada and Germany. The recorders range from the twelve-inch sopranino to the sub-contrabass measuring over ten feet. Because of its special sound plenty of reviews and concert-goers have described The Royal Wind Music as a ''walking'' or a ''breathing'' organ. The twelve members of the ensemble all studied at the Amsterdam Conservatoire. The new album Cosmography of Polyphony sketches the musical universe of The Royal Wind Music. Since its foundation in 1997, the ensemble has performed Renaissance music from all over Europe, particularly from England, Spain, Germany, Italy, the Netherlands and Flanders, with occasional excursions into the Baroque. In the center of the ensemble's musical universe is polyphony, the style of simultaneously combining a number of parts, each forming an individual melody and harmonizing with each other."
PAS         ,PASSACAILLE,PAS1026,5.425E+12,LEBLANC  FREY  GHIELMI  LA ROTTA,BALLAROTTI  FIORE  MONZA,COMPLETE CELLO SONATAS,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-21,"Angelo Maria Fiorè (1660-1723) worked in Parma and Turin, where he was one of the first to compose works for the violoncello. The recording with baroque cellist Elinor Frey presents not only his brilliant and lyrical sonatas, but also operas for soprano and cello works by contemporaries who use the expressive possibilities of the instrument. Fascinated with the cello’s origins and the creative process of new music, Elinor Frey plays both period and modern instruments. Her prior albums have garnered her critical praise. Her first Baroque album was praised for its “careful scholarship and brilliant layering of moods and tempos” (Toronto Star) and for the “honest, reflective beauty of her music making” (Strings). Frey’s honors include a US-Italy Fulbright Fellowship where she studied baroque cello with Paolo Beschi, the SSHRC Canada Graduate Scholarship, American Musicological Society, and Canada Council for the Arts grants facilitating her work on Italian cello music. In recent seasons she has performed with Les Idees hereuses, Il Gardellino, Ensemble Caprice, Studio de musique ancienne de Montreal, Arion, Theatre of Early Music, Les Violon du Roy, and Arion, as well as with her quartet, Paliade Musica, grand prize winners of the 2012 Early Music America Baoque Performance Competition and second prize winners in the 2014 International Van Wassenaer Competition in Utrecht. Frey holds degrees from McGill, Mannes, and Juilliard."
PAS         ,PASSACAILLE,PAS1028,5.425E+12,TASTO SOLO,ASTON  COOPER  PRESTON,EARLY MODERN ENGLISH MUSIC,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-21,"During the Tudor period in England, there was a great variety of keyboard instruments, be it virginals, organs, spinettes or harpsichords. These instruments were particularly popular with the court, and Tudor's music enthusiasts were self-assured instrumentalists. The Ensemble Tasto Solo and Guillermo Pérez took on the musical pearls of this eventful epoch with this new release. Tasto Solo rediscovers virtuoso and highly refined repertoires from the late Medieval and early Renaissance periods. Directed by the organetto player Guillermo Perez, the ensemble approaches Early Music with exquisite performances by combining historical research, creativity and the art of transmitting emotions. Each concert is a unique event: the group pays full attention to every detail, including staging, dramatic rhythm, improvisation and dialogue between the artists. Contemporary audiences, whether connoisseur or inexperienced, are seduced from the very first note, overwhelmed by the sensuality and unusual sonorities that make up Tasto Solo’s particular identity."
PAS         ,PASSACAILLE,PAS1029,5.425E+12,LIUWE TAMMINGA,"PUCCINI, GIACOMO",ORGAN WORKS,COMPACT DISC,1,$14.81 ,$22.99 ,2017-Jul-21,"In his early years, before moving to Milan to continue his studies at the age of 22, Puccini was playing in several churches in and around Lucca and composed several pieces for organ.Only recently several collections containing more than 30 unknown pieces have surfaced. They add a musical portrait of the young composer and a very special insight in the operatic style of the church music at the end of the 19th century. Liuwe Tamminga plays on the very same organs that the young Puccini has been playing in and around the Tuscan city of Lucca. Liuwe Tamminga is considered one of the major specialists of sixteenth and seventeenth century Italian repertoires for organ. He is the organist of the historic organs at the Basilica of San Petronio in Bologna where he plays the magnificent instruments by Lorenzo da Prato and Baldassarre Malamini. He has recorded several albums, including works by Cavazzoni, Frescobaldi, and others."
PEN         ,PENTATONE MUSIC,PTC5186247,8.27949E+11,BOSTON SYMPHONY ORCHESTRA  KUBELIK  OZAWA,"BARTOK, BELA",CONCERTO FOR ORCHESTRA,SACD,1,$15.59 ,$23.99 ,2017-Jul-21,"Béla Bartók’s brilliant orchestral tour de force, the Concerto for Orchestra is coupled with his spine-tingling Music for Strings, Percussion and Celesta in these newly ‘Remastered Classics’ recording with the Boston Symphony Orchestra conducted by Rafael Kubelik and Seiji Ozawa. Bartók’s at times breezily energetic Concerto for Orchestra was an instant hit on its premiere given by the Boston Symphony Orchestra in 1944 and it has remained popular ever since. It’s a compelling work, bursting with Central European folk melodies, North African rhythms, shimmering harmonies and vivid orchestration that culminates in a strident final movement guaranteed to bring the house down. In a darker vein, Bartók’s earlier Music for Strings, Percussion and Celesta is a powerful and eerily atmospheric work which has been used in film soundtracks to great effect, notably in Stanley Kubrick’s The Shining. Rafael Kubelik recorded the Concerto for Orchestra several times throughout his career but it was this 1974 recording with the Boston Symphony Orchestra that has been singled out for especial praise, Gramophone magazine commending Kubelik’s “sheer animal excitement and biting intensity ... with the rhythms pointed to bring out the wit, above all the peasant-like jollity … This is a performance to keep making you smile with delight.” Although recorded in multi-channel sound, these memorable performances have previously been available only in the conventional two-channel stereo format. Using state of the art technology which avoids the need for re-mixing, PENTATONE’s engineers have remastered the original studio tapes to bring the performances to life as originally intended: in compelling and pristine multi-channel sound."
PEN         ,PENTATONE MUSIC,PTC5186576,8.27949E+11,"Albrecht, Marc; Coote, Alice; Netherlands Philharmonic Orchestra","Mahler, Gustav; Rückert, Friedrich",Mahler: Song Cycles,SACD,1,$15.59 ,$23.99 ,2017-Jul-07,"Marc Albrecht conducts the Netherlands Philharmonic Orchestra with the acclaimed mezzo-soprano Alice Coote in a persuasive new recording of Mahler’s incomparable orchestral song cycles Lieder eines fahrenden Gesellen, Kindertotenlieder and the Rückert-Lieder. Richly lyrical, poignant and soul searching, Mahler’s orchestral songs deal with the familiar themes of love, life, resignation and loss, exquisitely realised on an orchestral canvas which combines haunting and compelling sonorities with strident, unsettling dissonances. While not as ambitious as his symphonies, they are as deeply-felt and often regarded as the key to the larger-scale works. The eloquent sadness of the Kindertotenlieder is expressed though the rather bare orchestration and the entrancing use of solo instruments, culminating in a blissfully serene conclusion. With Lieder eines fahrenden Gesellen, the restless mood swings are matched with fluctuating, vividly textured orchestral colours. And for the most lyrical song cycle, the Rückert-Lieder, the delicately woven orchestral textures are ravishing in their effect, especially in the incomparable Ich bin der Welt abhanden gekommen, a song of which Mahler said “It is truly me”. “What makes Albrecht’s Mahler so unique? His approach has integrity, is intelligent and sensitive … Albrecht leads the Mahler that makes you love Mahler.” (NRC Handelsblad). Marc Albrecht is Music Director of the Netherlands Philharmonic, the Netherlands Chamber Orchestra and the Dutch National Opera. Acclaimed for his interpretations of Wagner, Strauss and Mahler, as well as for his commitment to contemporary music, Albrecht is a regular guest at Europe’s most prestigious opera houses and orchestras. The world renowned mezzo-soprano Alice Coote is acclaimed for her performances of Strauss, Mahler, Berlioz, Mozart, Handel and Bach; she performs throughout the UK, Europe and the US and has a busy recital schedule. The Guardian noted “Alice Coote's many admirers will be grateful to have her performance in Mahler’s great song-symphony documented in a carefully made studio recording [for PENTATONE], for she has emerged over the past few years as one of the finest mezzo interpreters of Das Lied von der Erde around … exquisitely coloured; every word matters, and the sadness that pervades the mezzo songs in particular is conveyed without it ever becoming self-conscious or sentimental.”"
PEN         ,PENTATONE MUSIC,PTC5186593,8.27949E+11,"Alfeyev, Hilarion; Russian National Orchestra; Vodovozova, Alya; Genz, Stephan","Alfeyev, Hilarion; Bach, Johann Sebastian; Bible","Ich ruf' zu dir, Herr Jesu Christ",SACD,1,$15.59 ,$23.99 ,2017-Jul-21,"Russia’s foremost composer Metropolitan Hilarion Alfeyev’s compositions are noted for their deep spirituality and commitment. With this new release from PENTATONE, he brings the same sense of awe and wonder to the music of Bach in a series of riveting performances, including the achingly beautiful solo cantata Ich habe genug and the ever-popular Orchestral Suite No. 2. The programme also contains Alfeyev’s breath-taking arrangements of Bach’s organ masterpieces Ich ruf’ zu Dir, Herr Jesu Christ and the colossal Passacaglia and Fugue in C minor. Bach’s deceptively simple choral prelude, the plaintive Ich ruf’ zu Dir, Herr Jesu Christ, BWV 639 is a masterpiece of humility and restraint. In Alfeyev’s masterly arrangement, the voice of the supplicant is moved between different sections of the orchestra, underscoring the universality of the prayer. Bach’s most famous solo cantata, the haunting Ich habe genug, BWV 82, radiates a profound sense of resignation with its gentle swaying rhythms and exquisite writing for solo oboe; its central aria, Schlummert ein, ihr matten Augen, is an oasis of calm and transcendence with its warmly uplifting bass solo. In a somewhat lighter vein, Bach revels in his mastery of the French style in his Orchestral Suite No. 2 in B minor, BWV 1067, an irresistible collection of dances – both aristocratic and popular – which closes with a mischievous Badinerie. Resplendent with orchestral colour and powerful, full-throated brass, Alfeyev’s arrangement for full orchestra of the mighty Passacaglia and Fugue in C minor BWV 582 for organ is an enthralling conclusion to a compelling programme. “Bach’s music is not a museum piece. Living in modern times, we have full rights to use the full scale of modern means of expression in order to translate to the listener the outstanding grandeur and timeless beauty of his music.” (Metropolitan Hilarion Alfeyev)"
